Name, School Category, School Management, Email, 
"KENDRIYA VIDYALAYA JUTOGH (Code-1342), Shimla_Municipal Corporations ( Regional Office - Gurgaon ), Kendriya Vidyalaya Sangathan",Higher Secondary(1-12),Kendriya Vidyalaya,kvjutogh1989@gmail.com,Co-educational,operational,1 to 12,Kendriya Vidyalaya Sangathan, Gurgaon,Shimla_Municipal Corporations
"KENDRIYA VIDYALAYA KEYLONG LAHAUL SPITI (Code-2075), LAHUL ( Regional Office - Gurgaon ), Kendriya Vidyalaya Sangathan",Higher Secondary(1-12),Kendriya Vidyalaya,kvkeylong@gmail.com,Co-educational,operational,1 to 12,Kendriya Vidyalaya Sangathan, Gurgaon,LAHUL
"KENDRIYA VIDYALAYA NADAUN HP (Code-1329), Nadaun-Town Panchayat ( Regional Office - Gurgaon ), Kendriya Vidyalaya Sangathan",Secondary/Sr. Sec.(1-10),Kendriya Vidyalaya,,Co-educational,operational,1 to 10,Kendriya Vidyalaya Sangathan, Gurgaon,Nadaun-Town Panchayat
"KENDRIYA VIDYALAYA NALETI (Code-1331), PRAGPUR ( Regional Office - Gurgaon ), Kendriya Vidyalaya Sangathan",Higher Secondary(1-12),Kendriya Vidyalaya,kendriyavidyalanaleti@yahoo.com.in,Co-educational,operational,1 to 12,Kendriya Vidyalaya Sangathan, Gurgaon,PRAGPUR
"KENDRIYA VIDYALAYA PALAMPUR (Code-1332), Palampur_Municipality ( Regional Office - Gurgaon ), Kendriya Vidyalaya Sangathan",Higher Secondary(1-12),Kendriya Vidyalaya,palampurkv@gmail.com,Co-educational,operational,1 to 12,Kendriya Vidyalaya Sangathan, Gurgaon,Palampur_Municipality
"KENDRIYA VIDYALAYA SALOH (Code-2296), HAROLI ( Regional Office - Gurgaon ), Kendriya Vidyalaya Sangathan",Higher Secondary(1-12),Kendriya Vidyalaya,,Co-educational,operational,1 to 12,Kendriya Vidyalaya Sangathan, Gurgaon,HAROLI
"KENDRIYA VIDYALAYA SHIMLA JAKHOO HILLS (Code-1343), Shimla_Municipal Corporations ( Regional Office - Gurgaon ), Kendriya Vidyalaya Sangathan",Higher Secondary(1-12),Kendriya Vidyalaya,principalkvjakhoo@gmail.com,Co-educational,operational,1 to 12,Kendriya Vidyalaya Sangathan, Gurgaon,Shimla_Municipal Corporations
"KENDRIYA VIDYALAYA SUBATHU (Code-1325), ( Regional Office - Gurgaon ), Kendriya Vidyalaya Sangathan",Higher Secondary(1-12),Kendriya Vidyalaya,kvsubathu@gmail.com,Co-educational,operational,1 to 12,Kendriya Vidyalaya Sangathan, Gurgaon,
"KENDRIYA VIDYALAYA YOL CANTT. (Code-1346), RAIT ( Regional Office - Gurgaon ), Kendriya Vidyalaya Sangathan",Higher Secondary(1-12),Kendriya Vidyalaya,kvyolcantthp@gmail.com,Co-educational,operational,1 to 12,Kendriya Vidyalaya Sangathan, Gurgaon,RAIT
"JAWAHAR NAVODAYA VIDALAYA, SPITI ( Regional Office - Chandigarh ), Navodaya Vidyalayas Samiti",Secondary/Sr. Sec.(6-10),Jawahar Navodaya Vidyalaya,jnvkaza@gmail.com,Co-educational,operational,6 to 10,Navodaya Vidyalayas Samiti, Chandigarh,SPITI
"JAWAHAR NAVODAYA VIDALAYA PAPROLA, BAIJNATH PAPROLA_Town Panchayat ( Regional Office - Chandigarh ), Navodaya Vidyalayas Samiti",Higher Secondary(6-12),Jawahar Navodaya Vidyalaya,jnvkangra1987@gmail.com,Co-educational,operational,6 to 12,Navodaya Vidyalayas Samiti, Chandigarh,BAIJNATH PAPROLA_Town Panchayat
"Jawahar Navodaya Vidyalaya SOLAN, KUNIHAR ( Regional Office - Chandigarh ), Navodaya Vidyalayas Samiti",Higher Secondary(6-12),Jawahar Navodaya Vidyalaya,jnvsolan2@gmail.com,Co-educational,operational,6 to 12,Navodaya Vidyalayas Samiti, Chandigarh,KUNIHAR
"JAWAHAR NAVODAYA VIDYALYA PEKHUBELA, UNA ( Regional Office - Chandigarh ), Navodaya Vidyalayas Samiti",Higher Secondary(6-12),Jawahar Navodaya Vidyalaya,pekhubelajnv.una@gmail.com,Co-educational,operational,6 to 12,Navodaya Vidyalayas Samiti, Chandigarh,UNA
"JAWAHAR NAVODAYA VIDYALYA RECKONG PEO, KALPA ( Regional Office - Chandigarh ), Navodaya Vidyalayas Samiti",Higher Secondary(6-12),Jawahar Navodaya Vidyalaya,jnvkinnaur@gmail.com,Co-educational,operational,6 to 12,Navodaya Vidyalayas Samiti, Chandigarh,KALPA
"JAWAHAR NAVODYA SCHOOL SEYOGI, MANDI SADAR ( Regional Office - Chandigarh ), Navodaya Vidyalayas Samiti",Higher Secondary(6-12),Jawahar Navodaya Vidyalaya,jnvmandipandoh@gmail.com,Co-educational,operational,6 to 12,Navodaya Vidyalayas Samiti, Chandigarh,MANDI SADAR
"Jawahar NavodyaVidhyalya, KULLU ( Regional Office - Chandigarh ), Navodaya Vidyalayas Samiti",Higher Secondary(6-12),Jawahar Navodaya Vidyalaya,jnvkullu@gmail.com,Co-educational,operational,6 to 12,Navodaya Vidyalayas Samiti, Chandigarh,KULLU
"JAWAHAR NAVODYA VIDYALAYA HAMIRPUR, BHORANJ ( Regional Office - Chandigarh ), Navodaya Vidyalayas Samiti",Higher Secondary(6-12),Jawahar Navodaya Vidyalaya,jnvhmr@gmail.com,Co-educational,operational,6 to 12,Navodaya Vidyalayas Samiti, Chandigarh,BHORANJ
"JNV KOTHIPURA, BILASPUR SADAR ( Regional Office - Chandigarh ), Navodaya Vidyalayas Samiti",Higher Secondary(6-12),Jawahar Navodaya Vidyalaya,jnvbilaspurhp@gmail.com,Co-educational,operational,6 to 12,Navodaya Vidyalayas Samiti, Chandigarh,BILASPUR SADAR
"JNV SAROL, CHAMBA ( Regional Office - Chandigarh ), Navodaya Vidyalayas Samiti",Higher Secondary(6-12),Jawahar Navodaya Vidyalaya,jnvchamba@gmail.com,Co-educational,operational,6 to 12,Navodaya Vidyalayas Samiti, Chandigarh,CHAMBA
"JNV THEOG DISTT.SHIMLA, THEOG ( Regional Office - Chandigarh ), Navodaya Vidyalayas Samiti",Higher Secondary(6-12),Jawahar Navodaya Vidyalaya,jnvshimla@gmail.com,Co-educational,operational,6 to 12,Navodaya Vidyalayas Samiti, Chandigarh,THEOG
"JWAHAR NAVODAYA VIDYALAYA SR. SEC. SCHOOL, Rajgarh_Town Panchayat ( Regional Office - Chandigarh ), Navodaya Vidyalayas Samiti",Higher Secondary(6-12),Jawahar Navodaya Vidyalaya,JNVSIRMAUR@GMAIL.COM,Co-educational,operational,6 to 12,Navodaya Vidyalayas Samiti, Chandigarh,Rajgarh_Town Panchayat
"KENDRIYA VIDYALAYA ABOHAR (Code-1289), Abohar-Municipal Corporations ( Regional Office - Chandigarh ), Kendriya Vidyalaya Sangathan",Higher Secondary(1-12),Kendriya Vidyalaya,kvabohar@gmail.com,Co-educational,operational,1 to 12,Kendriya Vidyalaya Sangathan, Chandigarh,Abohar-Municipal Corporations
"KENDRIYA VIDYALAYA AFS BARNALA (Code-1296), BARNALA ( Regional Office - Chandigarh ), Kendriya Vidyalaya Sangathan",Higher Secondary(1-12),Kendriya Vidyalaya,kvbnl2013@gmail.com,Co-educational,operational,1 to 12,Kendriya Vidyalaya Sangathan, Chandigarh,BARNALA
"KENDRIYA VIDYALAYA BHUNGA (Code-2249), BHUNGA ( Regional Office - Chandigarh ), Kendriya Vidyalaya Sangathan",Higher Secondary(1-12),Kendriya Vidyalaya,kvgajjbhunga@gmail.com,Co-educational,operational,1 to 12,Kendriya Vidyalaya Sangathan, Chandigarh,BHUNGA
"KENDRIYA VIDYALAYA BSF DBN SHIKAR PUR (Code-1696), DERA BABA NANAK ( Regional Office - Chandigarh ), Kendriya Vidyalaya Sangathan",Higher Secondary(1-12),Kendriya Vidyalaya,ppl.dbnshikarbsf@kvs.gov.in,Co-educational,operational,1 to 12,Kendriya Vidyalaya Sangathan, Chandigarh,DERA BABA NANAK
"KENDRIYA VIDYALAYA BSF JALALABAD (Code-1319), JALALABAD ( Regional Office - Chandigarh ), Kendriya Vidyalaya Sangathan",Higher Secondary(1-12),Kendriya Vidyalaya,kvjalalabad@gmail.com,Co-educational,operational,1 to 12,Kendriya Vidyalaya Sangathan, Chandigarh,JALALABAD
"KENDRIYA VIDYALAYA DAPPAR (Code-1310), LALRU ( Regional Office - Chandigarh ), Kendriya Vidyalaya Sangathan",Higher Secondary(1-12),Kendriya Vidyalaya,dapparkv@yahoo.co.in,Co-educational,operational,1 to 12,Kendriya Vidyalaya Sangathan, Chandigarh,LALRU
"KENDRIYA VIDYALAYA FARIDKOT (Code-1311), Faridkot-Municipality ( Regional Office - Chandigarh ), Kendriya Vidyalaya Sangathan",Higher Secondary(1-12),Kendriya Vidyalaya,principalkvfdk@gmail.com,Co-educational,operational,1 to 12,Kendriya Vidyalaya Sangathan, Chandigarh,Faridkot-Municipality
"KENDRIYA VIDYALAYA GURDASPUR TIBRI CANTT. (Code-1667), GURDASPUR ( Regional Office - Chandigarh ), Kendriya Vidyalaya Sangathan",Higher Secondary(1-12),Kendriya Vidyalaya,kvtibrigsp@gmail.com,Co-educational,operational,1 to 12,Kendriya Vidyalaya Sangathan, Chandigarh,GURDASPUR
"KENDRIYA VIDYALAYA HIGH GROUNDS CHANDIGARH (Code-1303), MOHALI ( Regional Office - Chandigarh ), Kendriya Vidyalaya Sangathan",Higher Secondary(1-12),Kendriya Vidyalaya,kvchdhighgrounds@gmail.com,Co-educational,operational,1 to 12,Kendriya Vidyalaya Sangathan, Chandigarh,MOHALI
"KENDRIYA VIDYALAYA KAPURTHALA CANTT. (Code-1322), KAPURTHALA ( Regional Office - Chandigarh ), Kendriya Vidyalaya Sangathan",Higher Secondary(1-12),Kendriya Vidyalaya,kvkapurthala@gmail.com,Co-educational,operational,1 to 12,Kendriya Vidyalaya Sangathan, Chandigarh,KAPURTHALA
"KENDRIYA VIDYALAYA MOHALI (Code-2212), S.A.S.Nagar - Mohali-Municipal Corporations ( Regional Office - Chandigarh ), Kendriya Vidyalaya Sangathan",Higher Secondary(1-12),Kendriya Vidyalaya,kvmohali@gmail.com,Co-educational,operational,1 to 12,Kendriya Vidyalaya Sangathan, Chandigarh,S.A.S.Nagar - Mohali-Municipal Corporations
"KENDRIYA VIDYALAYA NANGAL BHUR (Code-1687), PATHANKOT ( Regional Office - Chandigarh ), Kendriya Vidyalaya Sangathan",Higher Secondary(1-12),Kendriya Vidyalaya,kvnangalbhur@GMAIL.COM,Co-educational,operational,1 to 12,Kendriya Vidyalaya Sangathan, Chandigarh,PATHANKOT
"KENDRIYA VIDYALAYA NO.1 ADAMPUR (Code-1645), ADAMPUR ( Regional Office - Chandigarh ), Kendriya Vidyalaya Sangathan",Higher Secondary(1-12),Kendriya Vidyalaya,no1adampur@gmail.com,Co-educational,operational,1 to 12,Kendriya Vidyalaya Sangathan, Chandigarh,ADAMPUR
"KENDRIYA VIDYALAYA NO.1 AFS HALWARA (Code-1314), SUDHAR ( Regional Office - Chandigarh ), Kendriya Vidyalaya Sangathan",Higher Secondary(1-12),Kendriya Vidyalaya,kv1afshalwara@gmail.com,Co-educational,operational,1 to 12,Kendriya Vidyalaya Sangathan, Chandigarh,SUDHAR
"KENDRIYA VIDYALAYA NO.1 AFS PATHANKOT (Code-1690), Pathankot ( Regional Office - Chandigarh ), Kendriya Vidyalaya Sangathan",Higher Secondary(1-12),Kendriya Vidyalaya,kv1pathankot@gmail.com,Co-educational,operational,1 to 12,Kendriya Vidyalaya Sangathan, Chandigarh,Pathankot
"KENDRIYA VIDYALAYA NO.1 AMRITSAR CANTT. (Code-1650), Amritsar-Municipal Corporations ( Regional Office - Chandigarh ), Kendriya Vidyalaya Sangathan",Higher Secondary(1-12),Kendriya Vidyalaya,kvasrcantt2018@gmail.com,Co-educational,operational,1 to 12,Kendriya Vidyalaya Sangathan, Chandigarh,Amritsar-Municipal Corporations
"KENDRIYA VIDYALAYA NO.1 FEROZPUR CANTT. (Code-1312), Ferozepur-Cantonment Board ( Regional Office - Chandigarh ), Kendriya Vidyalaya Sangathan",Higher Secondary(1-12),Kendriya Vidyalaya,kv1fzr@gmail.com,Co-educational,operational,1 to 12,Kendriya Vidyalaya Sangathan, Chandigarh,Ferozepur-Cantonment Board
"KENDRIYA VIDYALAYA NO.1 JALANDHAR CANTT. (Code-1669), Jalandhar-Cantonment Board ( Regional Office - Chandigarh ), Kendriya Vidyalaya Sangathan",Higher Secondary(1-12),Kendriya Vidyalaya,kv1jalandharcantt@gmail.com,Co-educational,operational,1 to 12,Kendriya Vidyalaya Sangathan, Chandigarh,Jalandhar-Cantonment Board
"KENDRIYA VIDYALAYA NO.1 PATIALA (Code-1335), Patiala-Municipal Corporations ( Regional Office - Chandigarh ), Kendriya Vidyalaya Sangathan",Higher Secondary(1-12),Kendriya Vidyalaya,kvpta1@gmail.com,Co-educational,operational,1 to 12,Kendriya Vidyalaya Sangathan, Chandigarh,Patiala-Municipal Corporations
"KENDRIYA VIDYALAYA NO.1 RCF HUSSAINPUR (Code-1321), KAPURTHALA ( Regional Office - Chandigarh ), Kendriya Vidyalaya Sangathan",Higher Secondary(1-12),Kendriya Vidyalaya,kv1hussainpur@gmail.com,Co-educational,operational,1 to 12,Kendriya Vidyalaya Sangathan, Chandigarh,KAPURTHALA
"KENDRIYA VIDYALAYA NO.1 THIMAYYA MARG BHATINDA (Code-1297), Bathinda-Municipal Corporations ( Regional Office - Chandigarh ), Kendriya Vidyalaya Sangathan",Higher Secondary(1-12),Kendriya Vidyalaya,kv1bathinda@gmail.com,Co-educational,operational,1 to 12,Kendriya Vidyalaya Sangathan, Chandigarh,Bathinda-Municipal Corporations
"KENDRIYA VIDYALAYA NO.2 ADAMPUR (Code-1646), ADAMPUR ( Regional Office - Chandigarh ), Kendriya Vidyalaya Sangathan",Higher Secondary(1-12),Kendriya Vidyalaya,kv2adampur2019@gmail.com,Co-educational,operational,1 to 12,Kendriya Vidyalaya Sangathan, Chandigarh,ADAMPUR
"KENDRIYA VIDYALAYA NO.2 ARMY PATHANKOT (Code-1691), Pathankot ( Regional Office - Chandigarh ), Kendriya Vidyalaya Sangathan",Higher Secondary(1-12),Kendriya Vidyalaya,kvno2pathankot@gmail.com,Co-educational,operational,1 to 12,Kendriya Vidyalaya Sangathan, Chandigarh,Pathankot
"KENDRIYA VIDYALAYA NO.2 FEROZEPUR CANTT. (Code-1313), Ferozepur-Cantonment Board ( Regional Office - Chandigarh ), Kendriya Vidyalaya Sangathan",Higher Secondary(1-12),Kendriya Vidyalaya,kv2fzrcantt@gmail.com,Co-educational,operational,1 to 12,Kendriya Vidyalaya Sangathan, Chandigarh,Ferozepur-Cantonment Board
"KENDRIYA VIDYALAYA NO.2 JALANDHAR CANTT. (Code-1670), Jalandhar-Cantonment Board ( Regional Office - Chandigarh ), Kendriya Vidyalaya Sangathan",Higher Secondary(1-12),Kendriya Vidyalaya,kv2jcantt@gmail.com,Co-educational,operational,1 to 12,Kendriya Vidyalaya Sangathan, Chandigarh,Jalandhar-Cantonment Board
"KENDRIYA VIDYALAYA NO.2 RCF HUSSAINPUR KAPURTHALA (Code-2106), KAPURTHALA ( Regional Office - Chandigarh ), Kendriya Vidyalaya Sangathan",Higher Secondary(1-12),Kendriya Vidyalaya,kv2hussainpur@gmail.com,Co-educational,operational,1 to 12,Kendriya Vidyalaya Sangathan, Chandigarh,KAPURTHALA
"KENDRIYA VIDYALAYA NO.3 AFS BHATINDA (Code-1300), BATHINDA ( Regional Office - Chandigarh ), Kendriya Vidyalaya Sangathan",Higher Secondary(1-12),Kendriya Vidyalaya,kv3bathinda@gmail.com,Co-educational,operational,1 to 12,Kendriya Vidyalaya Sangathan, Chandigarh,BATHINDA
"KENDRIYA VIDYALAYA NO.3 AMRITSAR NEW CANTT. (Code-1652), Amritsar-Municipal Corporations ( Regional Office - Chandigarh ), Kendriya Vidyalaya Sangathan",Higher Secondary(1-12),Kendriya Vidyalaya,kvno3asr@gmail.com,Co-educational,operational,1 to 12,Kendriya Vidyalaya Sangathan, Chandigarh,Amritsar-Municipal Corporations
"KENDRIYA VIDYALAYA NO.3 JALANDHAR CANTT. (Code-1671), Jalandhar-Cantonment Board ( Regional Office - Chandigarh ), Kendriya Vidyalaya Sangathan",Higher Secondary(1-12),Kendriya Vidyalaya,kvno3jalandhar@gmail.com,Co-educational,operational,1 to 12,Kendriya Vidyalaya Sangathan, Chandigarh,Jalandhar-Cantonment Board
"KENDRIYA VIDYALAYA NO.3 PATHANKOT (Code-1692), Pathankot ( Regional Office - Chandigarh ), Kendriya Vidyalaya Sangathan",Higher Secondary(1-12),Kendriya Vidyalaya,principalkvmamoonptk@gmail.com,Co-educational,operational,1 to 12,Kendriya Vidyalaya Sangathan, Chandigarh,Pathankot
"KENDRIYA VIDYALAYA NO.3 PATIALA (Code-1337), Patiala-Municipal Corporations ( Regional Office - Chandigarh ), Kendriya Vidyalaya Sangathan",Higher Secondary(1-12),Kendriya Vidyalaya,kv3pta@gmail.com,Co-educational,operational,1 to 12,Kendriya Vidyalaya Sangathan, Chandigarh,Patiala-Municipal Corporations
"KENDRIYA VIDYALAYA NO.4 BHATINDA (Code-1298), Bathinda-Municipal Corporations ( Regional Office - Chandigarh ), Kendriya Vidyalaya Sangathan",Higher Secondary(1-12),Kendriya Vidyalaya,,Co-educational,operational,1 to 12,Kendriya Vidyalaya Sangathan, Chandigarh,Bathinda-Municipal Corporations
"KENDRIYA VIDYALAYA NO.4 MAMOON CANTT. PATHANKOT (Code-1693), Pathankot ( Regional Office - Chandigarh ), Kendriya Vidyalaya Sangathan",Higher Secondary(1-12),Kendriya Vidyalaya,gularia1neelam@gmail.com,Co-educational,operational,1 to 12,Kendriya Vidyalaya Sangathan, Chandigarh,Pathankot
"KENDRIYA VIDYALAYA NO.5 BHATINDA (Code-1299), Bathinda-Municipal Corporations ( Regional Office - Chandigarh ), Kendriya Vidyalaya Sangathan",Higher Secondary(1-12),Kendriya Vidyalaya,kv5bti@gmail.com,Co-educational,operational,1 to 12,Kendriya Vidyalaya Sangathan, Chandigarh,Bathinda-Municipal Corporations
"KENDRIYA VIDYALAYA REONA UCHA FATEGARH SAHIB (Code-2217), SIRHIND ( Regional Office - Chandigarh ), Kendriya Vidyalaya Sangathan",Higher Secondary(1-12),Kendriya Vidyalaya,fatehgarhsahibkv@gmail.com,Co-educational,operational,1 to 12,Kendriya Vidyalaya Sangathan, Chandigarh,SIRHIND
"KENDRIYA VIDYALAYA SURANASSI (Code-1673), Jalandhar-Cantonment Board ( Regional Office - Chandigarh ), Kendriya Vidyalaya Sangathan",Higher Secondary(1-12),Kendriya Vidyalaya,kvsuranussi.jal@gmail.com,Co-educational,operational,1 to 12,Kendriya Vidyalaya Sangathan, Chandigarh,Jalandhar-Cantonment Board
"KENDRIYA VIDYALAYA ZIRAKPUR (Code-1309), Zirakpur ( Regional Office - Chandigarh ), Kendriya Vidyalaya Sangathan",Higher Secondary(1-12),Kendriya Vidyalaya,kvzirakpur2017@gmail.com,Co-educational,operational,1 to 12,Kendriya Vidyalaya Sangathan, Chandigarh,Zirakpur
"JAWAHAR NAVODAYA VIDALAYA, LUDHIANA-2 ( Regional Office - Chandigarh ), Navodaya Vidyalayas Samiti",Higher Secondary(6-12),Jawahar Navodaya Vidyalaya,jnvludhiana@gmail.com,Co-educational,operational,6 to 12,Navodaya Vidyalayas Samiti, Chandigarh,LUDHIANA-2
"JAWAHAR NAVODAYA VIDYALAYA DABURI, DORANGLA ( Regional Office - Chandigarh ), Navodaya Vidyalayas Samiti",Higher Secondary(6-12),Jawahar Navodaya Vidyalaya,jnvgurdaspurnew20@gmail.com,Co-educational,operational,6 to 12,Navodaya Vidyalayas Samiti, Chandigarh,DORANGLA
"JAWAHAR NAVODAYA VIDYALAYA KAUNI DISTT FARIDKOT, FARIDKOT ( Regional Office - Chandigarh ), Navodaya Vidyalayas Samiti",Higher Secondary(6-12),Jawahar Navodaya Vidyalaya,jnvfaridkot@gmail.com,Co-educational,operational,6 to 12,Navodaya Vidyalayas Samiti, Chandigarh,FARIDKOT
"JAWAHAR NAVODAYA VIDYALAYA NAJOCHAK, GHAROTA ( Regional Office - Chandigarh ), Navodaya Vidyalayas Samiti",Higher Secondary(6-12),Jawahar Navodaya Vidyalaya,jnvpathankot@gmail.com,Co-educational,operational,6 to 12,Navodaya Vidyalayas Samiti, Chandigarh,GHAROTA
"JAWAHAR NAVODAYA VIDYALAYAS TI(SHAHKOT-01), LOHIAN ( Regional Office - Chandigarh ), Navodaya Vidyalayas Samiti",Higher Secondary(6-12),Jawahar Navodaya Vidyalaya,jnvjalandhar66@gmail.com,Co-educational,operational,6 to 12,Navodaya Vidyalayas Samiti, Chandigarh,LOHIAN
"JAWAHAR NAVODAYA VIDYALYA POJEWAL, SAROYA ( Regional Office - Chandigarh ), Navodaya Vidyalayas Samiti",Higher Secondary(6-12),Jawahar Navodaya Vidyalaya,jnvpojewal@gmail.com,Co-educational,operational,6 to 12,Navodaya Vidyalayas Samiti, Chandigarh,SAROYA
"JAWAHAR NAVODHIYA VIDIAYALA, Longowal-Municipality ( Regional Office - Chandigarh ), Navodaya Vidyalayas Samiti",Higher Secondary(6-12),Jawahar Navodaya Vidyalaya,jnvsangrur86@gmail.com,Co-educational,operational,6 to 12,Navodaya Vidyalayas Samiti, Chandigarh,Longowal-Municipality
"JAWAHAR NAVODIYA VIDYALIYA, SEHNA ( Regional Office - Chandigarh ), Navodaya Vidyalayas Samiti",Higher Secondary(6-12),Jawahar Navodaya Vidyalaya,jnvbarnala15@gmail.com,Co-educational,operational,6 to 12,Navodaya Vidyalayas Samiti, Chandigarh,SEHNA
"JAWAHAR NAVODYA VIDHALAYA GOINDWAL SAHIB , KHADUR-SAHIB-10 ( Regional Office - Chandigarh ), Navodaya Vidyalayas Samiti",Higher Secondary(6-12),Jawahar Navodaya Vidyalaya,jnvgoindwalsahib@gmail.com,Co-educational,operational,6 to 12,Navodaya Vidyalayas Samiti, Chandigarh,KHADUR-SAHIB-10
"JAWAHAR NAVODYA VIDLAYA PULAHI, HOSHIARPUR-II ( Regional Office - Chandigarh ), Navodaya Vidyalayas Samiti",Higher Secondary(6-12),Jawahar Navodaya Vidyalaya,jnvhoshiarpur@gmail.com,Co-educational,operational,6 to 12,Navodaya Vidyalayas Samiti, Chandigarh,HOSHIARPUR-II
"JAWAHAR NAVODYA VIDYALAYA , KHAMANO ( Regional Office - Chandigarh ), Navodaya Vidyalayas Samiti",Higher Secondary(1-12),Jawahar Navodaya Vidyalaya,jnvfarour@gmail.com,Co-educational,operational,1 to 12,Navodaya Vidyalayas Samiti, Chandigarh,KHAMANO
"JAWAHAR NAVODYA VIDYALYA, ZIRA ( Regional Office - Chandigarh ), Navodaya Vidyalayas Samiti",Higher Secondary(6-12),Jawahar Navodaya Vidyalaya,jnvferozepur@gmail.com,Co-educational,operational,6 to 12,Navodaya Vidyalayas Samiti, Chandigarh,ZIRA
"JNV AMRITSAR-I(AWAN), AJNALA ( Regional Office - Chandigarh ), Navodaya Vidyalayas Samiti",Higher Secondary(6-12),Jawahar Navodaya Vidyalaya,paramjitppls@gmail.com,Co-educational,operational,6 to 12,Navodaya Vidyalayas Samiti, Chandigarh,AJNALA
"JNV AMRITSAR-II(LOPOKE), CHOGAWAN ( Regional Office - Chandigarh ), Navodaya Vidyalayas Samiti",Higher Secondary(6-12),Jawahar Navodaya Vidyalaya,jnvbhillowalasr2@gmail.com,Co-educational,operational,6 to 12,Navodaya Vidyalayas Samiti, Chandigarh,CHOGAWAN
"JNV FAZILKA, FAZILKA ( Regional Office - Chandigarh ), Navodaya Vidyalayas Samiti",Higher Secondary(6-12),Jawahar Navodaya Vidyalaya,jnvfazilka2018@gmail.com,Co-educational,operational,6 to 12,Navodaya Vidyalayas Samiti, Chandigarh,FAZILKA
"JNV KAPURTHALA, SULTANPUR LODHI ( Regional Office - Chandigarh ), Navodaya Vidyalayas Samiti",Higher Secondary(6-12),Jawahar Navodaya Vidyalaya,jnvmaseetankapurthala@gmail.com,Co-educational,operational,6 to 12,Navodaya Vidyalayas Samiti, Chandigarh,SULTANPUR LODHI
"JNV MANSA, BHIKHI ( Regional Office - Chandigarh ), Navodaya Vidyalayas Samiti",Higher Secondary(6-12),Jawahar Navodaya Vidyalaya,jnvmansa@gmail.com,Co-educational,operational,6 to 12,Navodaya Vidyalayas Samiti, Chandigarh,BHIKHI
"JNV MOHALI, MAJRI ( Regional Office - Chandigarh ), Navodaya Vidyalayas Samiti",Higher Secondary(6-12),Jawahar Navodaya Vidyalaya,jnvmohali@gmail.com,Co-educational,operational,6 to 12,Navodaya Vidyalayas Samiti, Chandigarh,MAJRI
"JNV PATIALA, SANOUR ( Regional Office - Chandigarh ), Navodaya Vidyalayas Samiti",Higher Secondary(6-12),Jawahar Navodaya Vidyalaya,jnvpatiala@yahoo.com,Co-educational,operational,6 to 12,Navodaya Vidyalayas Samiti, Chandigarh,SANOUR
"JNV ROPAR, CHAMKAUR SAHIB ( Regional Office - Chandigarh ), Navodaya Vidyalayas Samiti",Higher Secondary(6-12),Jawahar Navodaya Vidyalaya,jnvropar1988@gmail.com,Co-educational,operational,6 to 12,Navodaya Vidyalayas Samiti, Chandigarh,CHAMKAUR SAHIB
"J.N.V.SCH. LOHARA , NIHAL SINGH WALA ( Regional Office - Chandigarh ), Navodaya Vidyalayas Samiti",Higher Secondary(6-12),Jawahar Navodaya Vidyalaya,jnvloharamoga2021@gmail.com,Co-educational,operational,6 to 12,Navodaya Vidyalayas Samiti, Chandigarh,NIHAL SINGH WALA
"J.N.V WARING KHERA, LAMBI ( Regional Office - Chandigarh ), Navodaya Vidyalayas Samiti",Higher Secondary(6-12),Jawahar Navodaya Vidyalaya,jnvbringkhera@gmail.com,Co-educational,operational,6 to 12,Navodaya Vidyalayas Samiti, Chandigarh,LAMBI
"NAVODYA VIDYALYA TEONA PUJARIAN, TALWANDI SABO ( Regional Office - Chandigarh ), Navodaya Vidyalayas Samiti",Higher Secondary(6-12),Jawahar Navodaya Vidyalaya,jnvbathinda@gmail.com,Co-educational,operational,6 to 12,Navodaya Vidyalayas Samiti, Chandigarh,TALWANDI SABO
"BHAI KAHAN SINGH NABHA GSSS(GIRLS) NABHA, Nabha-Municipality , PATIALA, PUNJAB",Higher Secondary(6-12),N/A,,Girls,operational,6 to 12,PUNJAB, PATIALA,Nabha-Municipality
"COMRADE ACHHAR SINGH CHHINA GSSS HARSA CHHINA, HARSHE CHHINA , AMRITSAR, PUNJAB",Higher Secondary(6-12),N/A,,Co-educational,operational,6 to 12,PUNJAB, AMRITSAR,HARSHE CHHINA
"FREEDOM FIGHTER KUNDAN SINGH GSS SMART SCHOOL BHAINI BAGHA, MANSA , MANSA, PUNJAB",Higher Secondary(6-12),N/A,,Co-educational,operational,6 to 12,PUNJAB, MANSA,MANSA
"Freedom Fighter Sh. Hans Raj Govt. Sr. Sec. Smart School Gharota, GHAROTA , PATHANKOT, PUNJAB",Higher Secondary(6-12),N/A,,Co-educational,operational,6 to 12,PUNJAB, PATHANKOT,GHAROTA
"GBHSSS KALA SANGIA, KAPURTHALA , KAPURTHALA, PUNJAB",Higher Secondary(6-12),N/A,,Co-educational,operational,6 to 12,PUNJAB, KAPURTHALA,KAPURTHALA
"GGSSS BEGOWAL, NAROT JAIMAL SINGH , PATHANKOT, PUNJAB",Higher Secondary(6-12),N/A,,Girls,operational,6 to 12,PUNJAB, PATHANKOT,NAROT JAIMAL SINGH
"GGSSS SUJANPUR, Sujanpur-Municipality , PATHANKOT, PUNJAB",Higher Secondary(6-12),N/A,,Girls,operational,6 to 12,PUNJAB, PATHANKOT,Sujanpur-Municipality
